state,state_abbreviation,county,fips,Bernie Vote,Bernie %,Hillary Vote,Hillary %,1 if Bernie Won,Margin
Washington,WA,Grays Harbor,53027,176,0.724,65,0.267,1,0.457
Washington,WA,Lincoln,53043,22,0.71,8,0.258,1,0.452
Washington,WA,Kitsap,53035,631,0.725,238,0.274,1,0.451
Washington,WA,Chelan,53007,160,0.717,63,0.283,1,0.434
Washington,WA,Walla Walla,53071,109,0.708,45,0.292,1,0.416
Washington,WA,Jefferson,53031,135,0.707,56,0.293,1,0.414
Washington,WA,Island,53029,219,0.691,97,0.306,1,0.385
Washington,WA,Clallam,53009,188,0.686,85,0.31,1,0.376
Washington,WA,King,53033,6704,0.673,3246,0.326,1,0.347
Washington,WA,Asotin,53003,43,0.672,21,0.328,1,0.344
Washington,WA,Garfield,53023,3,0.6,2,0.4,1,0.2
West Virginia,WV,Calhoun,54013,803,0.606,312,0.236,1,0.37
West Virginia,WV,Tucker,54093,770,0.608,330,0.261,1,0.347
West Virginia,WV,Tyler,54095,428,0.6,202,0.283,1,0.317
West Virginia,WV,Doddridge,54017,235,0.589,115,0.288,1,0.301
West Virginia,WV,Webster,54101,837,0.54,384,0.248,1,0.292
West Virginia,WV,Wetzel,54103,1744,0.565,845,0.274,1,0.291
West Virginia,WV,Wyoming,54109,1498,0.52,710,0.246,1,0.274
West Virginia,WV,Logan,54045,3201,0.505,1491,0.235,1,0.27
West Virginia,WV,Mingo,54059,2425,0.483,1074,0.214,1,0.269
West Virginia,WV,Wirt,54105,326,0.56,170,0.292,1,0.268
West Virginia,WV,McDowell,54047,1453,0.555,781,0.299,1,0.256
West Virginia,WV,Boone,54005,2410,0.52,1244,0.268,1,0.252
West Virginia,WV,Ritchie,54085,351,0.58,199,0.329,1,0.251
West Virginia,WV,Preston,54077,1719,0.562,957,0.313,1,0.249
West Virginia,WV,Marshall,54051,2599,0.56,1449,0.312,1,0.248
West Virginia,WV,Gilmer,54021,643,0.53,343,0.283,1,0.247
West Virginia,WV,Nicholas,54067,1944,0.529,1086,0.295,1,0.234
West Virginia,WV,Lewis,54041,1229,0.549,712,0.318,1,0.231
West Virginia,WV,Monongalia,54061,8096,0.576,4963,0.353,1,0.223
West Virginia,WV,Pleasants,54073,545,0.552,329,0.333,1,0.219
West Virginia,WV,Clay,54015,754,0.51,434,0.294,1,0.216
West Virginia,WV,Randolph,54083,2492,0.523,1515,0.318,1,0.205
West Virginia,WV,Pocahontas,54075,826,0.548,524,0.348,1,0.2
West Virginia,WV,Fayette,54019,3585,0.523,2317,0.338,1,0.185
West Virginia,WV,Greenbrier,54025,2864,0.529,1894,0.35,1,0.179
West Virginia,WV,Raleigh,54081,4888,0.524,3225,0.346,1,0.178
West Virginia,WV,Hampshire,54027,1101,0.505,719,0.33,1,0.175
West Virginia,WV,Marion,54049,5324,0.524,3556,0.35,1,0.174
West Virginia,WV,Hancock,54029,2275,0.541,1547,0.368,1,0.173
West Virginia,WV,Mercer,54055,3233,0.514,2167,0.345,1,0.169
West Virginia,WV,Braxton,54007,1321,0.513,899,0.349,1,0.164
West Virginia,WV,Upshur,54097,1071,0.529,738,0.365,1,0.164
West Virginia,WV,Barbour,54001,994,0.516,686,0.356,1,0.16
West Virginia,WV,Mason,54053,1769,0.516,1221,0.356,1,0.16
West Virginia,WV,Taylor,54091,1106,0.518,764,0.358,1,0.16
West Virginia,WV,Wood,54107,4519,0.532,3169,0.373,1,0.159
West Virginia,WV,Morgan,54065,682,0.551,486,0.393,1,0.158
West Virginia,WV,Lincoln,54043,1510,0.472,1015,0.317,1,0.155
West Virginia,WV,Wayne,54099,2898,0.459,1934,0.306,1,0.153
West Virginia,WV,Ohio,54069,3363,0.53,2468,0.389,1,0.141
West Virginia,WV,Roane,54087,1002,0.529,741,0.391,1,0.138
West Virginia,WV,Summers,54089,1060,0.51,779,0.375,1,0.135
West Virginia,WV,Monroe,54063,817,0.498,604,0.368,1,0.13
West Virginia,WV,Brooke,54009,1966,0.509,1489,0.385,1,0.124
West Virginia,WV,Hardy,54031,883,0.461,655,0.342,1,0.119
West Virginia,WV,Mineral,54057,1110,0.493,854,0.38,1,0.113
West Virginia,WV,Putnam,54079,3251,0.513,2543,0.401,1,0.112
West Virginia,WV,Harrison,54033,5370,0.491,4184,0.382,1,0.109
West Virginia,WV,Pendleton,54071,484,0.486,384,0.386,1,0.1
West Virginia,WV,Jackson,54035,1799,0.499,1443,0.4,1,0.099
West Virginia,WV,Cabell,54011,5361,0.461,4407,0.379,1,0.082
West Virginia,WV,Berkeley,54003,4020,0.492,3591,0.44,1,0.052
West Virginia,WV,Jefferson,54037,3241,0.501,2910,0.45,1,0.051
West Virginia,WV,Grant,54023,185,0.464,168,0.421,1,0.043
West Virginia,WV,Kanawha,54039,13480,0.48,12628,0.45,1,0.03
Wisconsin,WI,Portage,55097,9348,0.647,5036,0.349,1,0.298
Wisconsin,WI,Vernon,55123,3476,0.641,1934,0.356,1,0.285
Wisconsin,WI,Eau Claire,55035,13058,0.639,7323,0.358,1,0.281
Wisconsin,WI,Dunn,55033,4272,0.635,2421,0.36,1,0.275
Wisconsin,WI,Bayfield,55007,2604,0.635,1484,0.362,1,0.273
Wisconsin,WI,Menominee,55078,355,0.633,204,0.364,1,0.269
Wisconsin,WI,Ashland,55003,2304,0.63,1346,0.368,1,0.262
Wisconsin,WI,La Crosse,55063,15139,0.628,8901,0.369,1,0.259
Wisconsin,WI,Sawyer,55113,1652,0.626,975,0.369,1,0.257
Wisconsin,WI,Dane,55025,102585,0.626,61072,0.373,1,0.253
Wisconsin,WI,Florence,55037,293,0.618,175,0.369,1,0.249
Wisconsin,WI,Price,55099,1393,0.616,854,0.378,1,0.238
Wisconsin,WI,Walworth,55127,8405,0.617,5174,0.38,1,0.237
Wisconsin,WI,Sauk,55111,7195,0.612,4526,0.385,1,0.227
Wisconsin,WI,Winnebago,55139,17818,0.612,11193,0.385,1,0.227
Wisconsin,WI,Jefferson,55055,7537,0.611,4771,0.387,1,0.224
Wisconsin,WI,Green,55045,4359,0.609,2766,0.387,1,0.222
Wisconsin,WI,Monroe,55081,3533,0.606,2270,0.389,1,0.217
Wisconsin,WI,Columbia,55021,6455,0.605,4183,0.392,1,0.213
Wisconsin,WI,Rock,55105,17337,0.605,11248,0.392,1,0.213
Wisconsin,WI,Oneida,55085,3809,0.602,2493,0.394,1,0.208
Wisconsin,WI,Wood,55141,6747,0.602,4424,0.395,1,0.207
Wisconsin,WI,Outagamie,55087,16985,0.601,11202,0.396,1,0.205
Wisconsin,WI,Vilas,55125,2140,0.601,1412,0.396,1,0.205
Wisconsin,WI,Waupaca,55135,3883,0.597,2582,0.397,1,0.2
Wisconsin,WI,Taylor,55119,1278,0.596,850,0.397,1,0.199
Wisconsin,WI,Iowa,55049,3198,0.594,2161,0.402,1,0.192
Wisconsin,WI,Grant,55043,4484,0.593,3036,0.402,1,0.191
Wisconsin,WI,Marathon,55073,11655,0.589,8047,0.407,1,0.182
Wisconsin,WI,Jackson,55053,1845,0.584,1294,0.41,1,0.174
Wisconsin,WI,Lincoln,55069,2439,0.583,1732,0.414,1,0.169
Wisconsin,WI,Shawano,55115,2976,0.582,2124,0.415,1,0.167
Wisconsin,WI,Richland,55103,1784,0.582,1276,0.416,1,0.166
Wisconsin,WI,Crawford,55023,1582,0.578,1132,0.414,1,0.164
Wisconsin,WI,Buffalo,55011,1148,0.578,825,0.415,1,0.163
Wisconsin,WI,Dodge,55027,6243,0.579,4501,0.418,1,0.161
Wisconsin,WI,Pierce,55093,3199,0.572,2340,0.419,1,0.153
Wisconsin,WI,Juneau,55057,1843,0.573,1357,0.422,1,0.151
Wisconsin,WI,Brown,55009,22471,0.573,16626,0.424,1,0.149
Wisconsin,WI,Kenosha,55059,14612,0.572,10871,0.425,1,0.147
Wisconsin,WI,Fond du Lac,55039,7375,0.571,5514,0.427,1,0.144
Wisconsin,WI,Rusk,55107,1093,0.569,817,0.425,1,0.144
Wisconsin,WI,Washburn,55129,1417,0.568,1059,0.424,1,0.144
Wisconsin,WI,Marquette,55077,1320,0.567,994,0.427,1,0.14
Wisconsin,WI,Calumet,55015,4010,0.568,3031,0.429,1,0.139
Wisconsin,WI,Green Lake,55047,1148,0.566,869,0.429,1,0.137
Wisconsin,WI,Clark,55019,1942,0.564,1475,0.428,1,0.136
Wisconsin,WI,Manitowoc,55071,6447,0.561,4983,0.434,1,0.127
Wisconsin,WI,Pepin,55091,560,0.561,435,0.436,1,0.125
Wisconsin,WI,Chippewa,55017,5114,0.557,4021,0.438,1,0.119
Wisconsin,WI,Waushara,55137,1502,0.557,1181,0.438,1,0.119
Wisconsin,WI,Douglas,55031,4510,0.554,3574,0.439,1,0.115
Wisconsin,WI,Iron,55051,543,0.546,437,0.439,1,0.107
Wisconsin,WI,Trempealeau,55121,2429,0.548,1988,0.448,1,0.1
Wisconsin,WI,Langlade,55067,1436,0.542,1192,0.45,1,0.092
Wisconsin,WI,Washington,55131,7676,0.544,6381,0.453,1,0.091
Wisconsin,WI,Sheboygan,55117,8537,0.54,7175,0.454,1,0.086
Wisconsin,WI,Door,55029,3417,0.536,2935,0.461,1,0.075
Wisconsin,WI,St. Croix,55109,5671,0.533,4891,0.46,1,0.073
Wisconsin,WI,Barron,55005,2960,0.532,2570,0.462,1,0.07
Wisconsin,WI,Lafayette,55065,1330,0.529,1167,0.464,1,0.065
Wisconsin,WI,Polk,55095,2473,0.527,2174,0.463,1,0.064
Wisconsin,WI,Kewaunee,55061,1662,0.524,1495,0.471,1,0.053
Wisconsin,WI,Adams,55001,1501,0.518,1373,0.474,1,0.044
Wisconsin,WI,Oconto,55083,2577,0.513,2418,0.481,1,0.032
Wisconsin,WI,Forest,55041,647,0.511,609,0.481,1,0.03
Wisconsin,WI,Waukesha,55133,26339,0.514,24784,0.484,1,0.03
Wisconsin,WI,Marinette,55075,2692,0.508,2577,0.486,1,0.022
Wisconsin,WI,Ozaukee,55089,6871,0.51,6572,0.488,1,0.022
Wisconsin,WI,Racine,55101,14651,0.508,14086,0.489,1,0.019
Wisconsin,WI,Burnett,55013,933,0.503,917,0.494,1,0.009
Wisconsin,WI,Milwaukee,55079,93714,0.48,100932,0.517,0,-0.037
