state,state_abbreviation,county,fips,Bernie Vote,Bernie %,Hillary Vote,Hillary %,1 if Bernie Won,Margin
New Hampshire,NH,Grafton,33009,14258,0.673309407,6918,0.326690593,1,0.346618814
New Hampshire,NH,Coos,33007,3637,0.643716814,2013,0.356283186,1,0.287433628
New Hampshire,NH,Strafford,33017,15865,0.643193059,8801,0.356806941,1,0.286386118
New Hampshire,NH,Carroll,33003,5655,0.636465954,3230,0.363534046,1,0.272931908
New Hampshire,NH,Belknap,33001,5990,0.63185654,3490,0.36814346,1,0.26371308
New Hampshire,NH,Merrimack,33013,18076,0.596863134,12209,0.403136866,1,0.193726268
New Hampshire,NH,Hillsborough,33011,38646,0.579009664,28099,0.420990336,1,0.158019328
New Hampshire,NH,Rockingham,33015,31080,0.576527111,22829,0.423472889,1,0.153054222
Ohio,OH,Athens,39009,5663,0.612,3533,0.382,1,0.23
Ohio,OH,Hancock,39063,2490,0.542,2062,0.449,1,0.093
Ohio,OH,Wood,39173,7165,0.537,6108,0.458,1,0.079
Ohio,OH,Putnam,39137,936,0.523,811,0.453,1,0.07
Ohio,OH,Williams,39171,1156,0.526,1007,0.458,1,0.068
Ohio,OH,Knox,39083,1987,0.506,1902,0.485,1,0.021
Ohio,OH,Clinton,39027,942,0.503,909,0.485,1,0.018
Ohio,OH,Fulton,39051,1528,0.503,1480,0.487,1,0.016
Ohio,OH,Portage,39133,8877,0.502,8665,0.49,1,0.012
Ohio,OH,Gallia,39053,966,0.488,945,0.477,1,0.011
Ohio,OH,Clermont,39025,5710,0.5,5642,0.494,1,0.006
Ohio,OH,Greene,39057,6759,0.5,6672,0.494,1,0.006
Ohio,OH,Ashland,39005,1465,0.495,1451,0.491,1,0.004
Ohio,OH,Holmes,39075,558,0.485,561,0.488,0,-0.003
Ohio,OH,Seneca,39147,2064,0.492,2081,0.496,0,-0.004
Ohio,OH,Logan,39091,998,0.489,1012,0.496,0,-0.007
Ohio,OH,Wyandot,39175,647,0.486,661,0.497,0,-0.011
Ohio,OH,Henry,39069,952,0.487,977,0.5,0,-0.013
Ohio,OH,Vinton,39163,496,0.477,515,0.495,0,-0.018
Ohio,OH,Monroe,39111,1138,0.459,1191,0.481,0,-0.022
Ohio,OH,Defiance,39039,1435,0.482,1507,0.506,0,-0.024
Ohio,OH,Union,39159,1501,0.483,1580,0.508,0,-0.025
Ohio,OH,Meigs,39105,757,0.472,800,0.499,0,-0.027
Ohio,OH,Washington,39167,2411,0.476,2557,0.505,0,-0.029
Ohio,OH,Huron,39077,1907,0.477,2036,0.509,0,-0.032
Ohio,OH,Wayne,39169,3225,0.48,3448,0.513,0,-0.033
Ohio,OH,Auglaize,39011,952,0.471,1031,0.51,0,-0.039
Ohio,OH,Carroll,39019,976,0.462,1084,0.514,0,-0.052
Ohio,OH,Champaign,39021,1099,0.466,1226,0.519,0,-0.053
Ohio,OH,Tuscarawas,39157,4019,0.463,4479,0.516,0,-0.053
Ohio,OH,Morrow,39117,1035,0.463,1164,0.521,0,-0.058
Ohio,OH,Preble,39135,1046,0.464,1176,0.522,0,-0.058
Ohio,OH,Hocking,39073,1060,0.46,1204,0.523,0,-0.063
Ohio,OH,Van Wert,39161,621,0.454,710,0.519,0,-0.065
Ohio,OH,Columbiana,39029,3573,0.458,4106,0.526,0,-0.068
Ohio,OH,Medina,39103,6888,0.463,7913,0.531,0,-0.068
Ohio,OH,Hardin,39065,669,0.457,771,0.526,0,-0.069
Ohio,OH,Warren,39165,6054,0.463,6970,0.533,0,-0.07
Ohio,OH,Shelby,39149,1110,0.452,1284,0.523,0,-0.071
Ohio,OH,Butler,39017,11102,0.46,12874,0.534,0,-0.074
Ohio,OH,Licking,39089,5849,0.459,6785,0.533,0,-0.074
Ohio,OH,Miami,39109,2706,0.456,3155,0.532,0,-0.076
Ohio,OH,Sandusky,39143,2456,0.457,2866,0.534,0,-0.077
Ohio,OH,Crawford,39033,1141,0.436,1344,0.514,0,-0.078
Ohio,OH,Guernsey,39059,1228,0.452,1440,0.53,0,-0.078
Ohio,OH,Geauga,39055,3516,0.455,4171,0.54,0,-0.085
Ohio,OH,Coshocton,39031,1128,0.445,1358,0.536,0,-0.091
Ohio,OH,Mercer,39107,860,0.444,1037,0.535,0,-0.091
Ohio,OH,Scioto,39145,2903,0.446,3499,0.537,0,-0.091
Ohio,OH,Harrison,39067,674,0.438,818,0.532,0,-0.094
Ohio,OH,Lake,39085,10351,0.449,12506,0.543,0,-0.094
Ohio,OH,Trumbull,39155,14726,0.444,17903,0.539,0,-0.095
Ohio,OH,Belmont,39013,3263,0.435,3982,0.531,0,-0.096
Ohio,OH,Darke,39037,999,0.434,1246,0.542,0,-0.108
Ohio,OH,Franklin,39049,67855,0.444,84654,0.553,0,-0.109
Ohio,OH,Ashtabula,39007,4256,0.439,5320,0.549,0,-0.11
Ohio,OH,Fairfield,39045,5074,0.438,6408,0.553,0,-0.115
Ohio,OH,Erie,39043,4299,0.436,5449,0.553,0,-0.117
Ohio,OH,Ottawa,39123,2012,0.434,2566,0.554,0,-0.12
Ohio,OH,Highland,39071,873,0.431,1119,0.552,0,-0.121
Ohio,OH,Noble,39121,404,0.417,522,0.539,0,-0.122
Ohio,OH,Richland,39139,4080,0.433,5225,0.555,0,-0.122
Ohio,OH,Jefferson,39081,3353,0.423,4328,0.547,0,-0.124
Ohio,OH,Pickaway,39129,1631,0.432,2097,0.556,0,-0.124
Ohio,OH,Lorain,39093,16154,0.429,21144,0.561,0,-0.132
Ohio,OH,Morgan,39115,430,0.427,566,0.562,0,-0.135
Ohio,OH,Summit,39153,29451,0.429,38874,0.566,0,-0.137
Ohio,OH,Lawrence,39087,1994,0.416,2654,0.554,0,-0.138
Ohio,OH,Stark,39151,16235,0.426,21515,0.565,0,-0.139
Ohio,OH,Madison,39097,923,0.428,1225,0.568,0,-0.14
Ohio,OH,Paulding,39125,540,0.417,723,0.558,0,-0.141
Ohio,OH,Lucas,39095,24111,0.427,32137,0.569,0,-0.142
Ohio,OH,Muskingum,39119,2299,0.424,3066,0.566,0,-0.142
Ohio,OH,Allen,39003,2730,0.421,3670,0.566,0,-0.145
Ohio,OH,Marion,39101,1909,0.42,2585,0.569,0,-0.149
Ohio,OH,Perry,39127,1070,0.414,1465,0.567,0,-0.153
Ohio,OH,Adams,39001,638,0.413,877,0.568,0,-0.155
Ohio,OH,Ross,39141,2595,0.414,3582,0.572,0,-0.158
Ohio,OH,Delaware,39041,6891,0.418,9552,0.579,0,-0.161
Ohio,OH,Pike,39131,949,0.403,1336,0.568,0,-0.165
Ohio,OH,Fayette,39047,533,0.409,760,0.583,0,-0.174
Ohio,OH,Clark,39023,4905,0.405,7107,0.587,0,-0.182
Ohio,OH,Jackson,39079,694,0.401,1010,0.583,0,-0.182
Ohio,OH,Brown,39015,1067,0.398,1562,0.583,0,-0.185
Ohio,OH,Hamilton,39061,38956,0.402,57687,0.595,0,-0.193
Ohio,OH,Montgomery,39113,22538,0.401,33352,0.594,0,-0.193
Ohio,OH,Mahoning,39099,14066,0.397,21000,0.593,0,-0.196
Ohio,OH,Cuyahoga,39035,72297,0.363,125914,0.632,0,-0.269
Oregon,OR,Wheeler,41069,86,0.642,48,0.358,1,0.284
Oregon,OR,Grant,41023,381,0.641,213,0.359,1,0.282
Oregon,OR,Benton,41003,11567,0.612,7348,0.388,1,0.224
Oregon,OR,Lane,41039,41883,0.61,26772,0.39,1,0.22
Oregon,OR,Hood River,41027,2527,0.607,1633,0.393,1,0.214
Oregon,OR,Baker,41001,743,0.601,493,0.399,1,0.202
Oregon,OR,Harney,41025,352,0.599,236,0.401,1,0.198
Oregon,OR,Wallowa,41063,495,0.599,331,0.401,1,0.198
Oregon,OR,Lake,41037,293,0.596,199,0.404,1,0.192
Oregon,OR,Union,41061,1342,0.591,929,0.409,1,0.182
Oregon,OR,Wasco,41065,1795,0.588,1259,0.412,1,0.176
Oregon,OR,Columbia,41009,4221,0.581,3045,0.419,1,0.162
Oregon,OR,Linn,41043,6865,0.581,4943,0.419,1,0.162
Oregon,OR,Multnomah,41051,87247,0.57,65735,0.43,1,0.14
Oregon,OR,Josephine,41033,5229,0.567,3988,0.433,1,0.134
Oregon,OR,Jackson,41029,16112,0.563,12483,0.437,1,0.126
Oregon,OR,Coos,41011,4428,0.561,3472,0.439,1,0.122
Oregon,OR,Clatsop,41007,3334,0.559,2628,0.441,1,0.118
Oregon,OR,Douglas,41019,5691,0.558,4499,0.442,1,0.116
Oregon,OR,Klamath,41035,2826,0.554,2275,0.446,1,0.108
Oregon,OR,Crook,41013,1019,0.548,840,0.452,1,0.096
Oregon,OR,Yamhill,41071,6446,0.548,5321,0.452,1,0.096
Oregon,OR,Sherman,41055,81,0.547,67,0.453,1,0.094
Oregon,OR,Polk,41053,5323,0.545,4440,0.455,1,0.09
Oregon,OR,Tillamook,41057,2207,0.538,1899,0.462,1,0.076
Oregon,OR,Lincoln,41041,4674,0.537,4027,0.463,1,0.074
Oregon,OR,Washington,41067,41841,0.535,36321,0.465,1,0.07
Oregon,OR,Deschutes,41017,12325,0.533,10812,0.467,1,0.066
Oregon,OR,Umatilla,41059,2289,0.533,2003,0.467,1,0.066
Oregon,OR,Morrow,41049,332,0.532,292,0.468,1,0.064
Oregon,OR,Marion,41047,15677,0.53,13920,0.47,1,0.06
Oregon,OR,Curry,41015,1567,0.524,1424,0.476,1,0.048
Oregon,OR,Jefferson,41031,867,0.52,799,0.48,1,0.04
Oregon,OR,Malheur,41045,612,0.52,566,0.48,1,0.04
Oregon,OR,Clackamas,41005,27969,0.515,26378,0.485,1,0.03
Oregon,OR,Gilliam,41021,100,0.498,101,0.502,0,-0.004
Pennsylvania,PA,Columbia,42037,3455,0.584,2382,0.403,1,0.181
Pennsylvania,PA,Potter,42105,557,0.569,402,0.411,1,0.158
Pennsylvania,PA,Perry,42099,1751,0.562,1326,0.426,1,0.136
Pennsylvania,PA,Cameron,42023,228,0.54,176,0.417,1,0.123
Pennsylvania,PA,Huntingdon,42061,1664,0.553,1302,0.433,1,0.12
Pennsylvania,PA,Tioga,42117,1264,0.553,991,0.433,1,0.12
Pennsylvania,PA,Lycoming,42081,4717,0.545,3803,0.44,1,0.105
Pennsylvania,PA,Jefferson,42065,1486,0.535,1204,0.433,1,0.102
Pennsylvania,PA,Centre,42027,10269,0.546,8431,0.448,1,0.098
Pennsylvania,PA,Elk,42047,1791,0.528,1528,0.451,1,0.077
Pennsylvania,PA,Juniata,42067,741,0.523,638,0.45,1,0.073
Pennsylvania,PA,McKean,42083,1167,0.527,1013,0.457,1,0.07
Pennsylvania,PA,Blair,42013,4245,0.518,3816,0.466,1,0.052
Pennsylvania,PA,Wayne,42127,2010,0.517,1842,0.474,1,0.043
Pennsylvania,PA,Clearfield,42033,3318,0.507,3084,0.471,1,0.036
Pennsylvania,PA,Lancaster,42071,21202,0.515,19780,0.48,1,0.035
Pennsylvania,PA,Cambria,42021,8841,0.501,8304,0.471,1,0.03
Pennsylvania,PA,Adams,42001,4066,0.509,3846,0.482,1,0.027
Pennsylvania,PA,Berks,42011,21518,0.507,20470,0.483,1,0.024
Pennsylvania,PA,Montour,42093,887,0.503,845,0.479,1,0.024
Pennsylvania,PA,Wyoming,42131,1168,0.503,1123,0.483,1,0.02
Pennsylvania,PA,Venango,42121,2005,0.497,1935,0.48,1,0.017
Pennsylvania,PA,Crawford,42039,3683,0.5,3559,0.484,1,0.016
Pennsylvania,PA,Mifflin,42087,1242,0.499,1201,0.483,1,0.016
Pennsylvania,PA,Armstrong,42005,3015,0.497,2924,0.482,1,0.015
Pennsylvania,PA,Northumberland,42097,3547,0.5,3436,0.485,1,0.015
Pennsylvania,PA,Somerset,42111,3205,0.496,3112,0.482,1,0.014
Pennsylvania,PA,Carbon,42025,3418,0.499,3334,0.487,1,0.012
Pennsylvania,PA,Clinton,42035,1690,0.497,1647,0.485,1,0.012
Pennsylvania,PA,Bradford,42015,1792,0.497,1761,0.488,1,0.009
Pennsylvania,PA,Bedford,42009,1382,0.488,1387,0.49,0,-0.002
Pennsylvania,PA,Fulton,42057,364,0.487,366,0.489,0,-0.002
Pennsylvania,PA,Clarion,42031,1510,0.488,1528,0.493,0,-0.005
Pennsylvania,PA,Lebanon,42075,4482,0.493,4529,0.498,0,-0.005
Pennsylvania,PA,Union,42119,1519,0.493,1548,0.502,0,-0.009
Pennsylvania,PA,Snyder,42109,1080,0.484,1125,0.504,0,-0.02
Pennsylvania,PA,Susquehanna,42115,1602,0.482,1680,0.505,0,-0.023
Pennsylvania,PA,York,42133,17533,0.482,18445,0.507,0,-0.025
Pennsylvania,PA,Sullivan,42113,295,0.476,312,0.503,0,-0.027
Pennsylvania,PA,Pike,42103,1884,0.481,2006,0.512,0,-0.031
Pennsylvania,PA,Indiana,42063,3654,0.473,3915,0.507,0,-0.034
Pennsylvania,PA,Northampton,42095,16624,0.478,17804,0.512,0,-0.034
Pennsylvania,PA,Cumberland,42041,11167,0.479,11997,0.514,0,-0.035
Pennsylvania,PA,Schuylkill,42107,6040,0.474,6533,0.513,0,-0.039
Pennsylvania,PA,Erie,42049,17830,0.473,19511,0.518,0,-0.045
Pennsylvania,PA,Franklin,42055,4273,0.47,4700,0.517,0,-0.047
Pennsylvania,PA,Warren,42123,1582,0.464,1753,0.514,0,-0.05
Pennsylvania,PA,Luzerne,42079,18524,0.469,20530,0.52,0,-0.051
Pennsylvania,PA,Lehigh,42077,17742,0.47,19767,0.524,0,-0.054
Pennsylvania,PA,Butler,42019,7606,0.464,8529,0.521,0,-0.057
Pennsylvania,PA,Forest,42053,221,0.459,251,0.521,0,-0.062
Pennsylvania,PA,Greene,42059,1872,0.45,2166,0.521,0,-0.071
Pennsylvania,PA,Monroe,42089,6795,0.459,7901,0.533,0,-0.074
Pennsylvania,PA,Westmoreland,42129,20233,0.44,24968,0.543,0,-0.103
Pennsylvania,PA,Allegheny,42003,98012,0.441,122399,0.551,0,-0.11
Pennsylvania,PA,Chester,42029,26046,0.44,32985,0.557,0,-0.117
Pennsylvania,PA,Bucks,42017,36111,0.431,46876,0.559,0,-0.128
Pennsylvania,PA,Lackawanna,42069,17265,0.425,22971,0.565,0,-0.14
Pennsylvania,PA,Dauphin,42043,13709,0.424,18397,0.569,0,-0.145
Pennsylvania,PA,Beaver,42007,9563,0.418,12963,0.567,0,-0.149
Pennsylvania,PA,Mercer,42085,4615,0.415,6323,0.568,0,-0.153
Pennsylvania,PA,Washington,42125,11013,0.409,15390,0.572,0,-0.163
Pennsylvania,PA,Fayette,42051,6451,0.405,9184,0.577,0,-0.172
Pennsylvania,PA,Montgomery,42091,51913,0.407,75333,0.59,0,-0.183
Pennsylvania,PA,Lawrence,42073,3972,0.399,5842,0.587,0,-0.188
Pennsylvania,PA,Delaware,42045,29841,0.398,44775,0.597,0,-0.199
Pennsylvania,PA,Philadelphia,42101,125688,0.37,212785,0.626,0,-0.256
Rhode Island,RI,Washington,44009,10190,0.612085536,6458,0.387914464,1,0.224171072
Rhode Island,RI,Kent,44003,11624,0.592064381,8009,0.407935619,1,0.184128763
Rhode Island,RI,Newport,44005,4339,0.570695778,3264,0.429304222,1,0.141391556
Rhode Island,RI,Providence,44007,35019,0.545662776,29158,0.454337224,1,0.091325553
Rhode Island,RI,Bristol,44001,3507,0.522108084,3210,0.477891916,1,0.044216168
Vermont,VT,Orange,50017,5402,0.893187831,646,0.106812169,1,0.786375661
Vermont,VT,Washington,50023,9619,0.889084019,1200,0.110915981,1,0.778168038
Vermont,VT,Lamoille,50015,4471,0.886223984,574,0.113776016,1,0.772447968
Vermont,VT,Orleans,50019,3216,0.879649891,440,0.120350109,1,0.759299781
Vermont,VT,Windham,50025,10086,0.876890975,1416,0.123109025,1,0.753781951
Vermont,VT,Caledonia,50005,13701,0.872730747,1998,0.127269253,1,0.745461494
Vermont,VT,Addison,50001,6543,0.871238349,967,0.128761651,1,0.742476698
Vermont,VT,Essex,50009,888,0.862973761,141,0.137026239,1,0.725947522
Vermont,VT,Chittenden,50007,17025,0.861807137,2730,0.138192863,1,0.723614275
Vermont,VT,Rutland,50021,13021,0.840444072,2472,0.159555928,1,0.680888143
Vermont,VT,Windsor,50027,11339,0.83787778,2194,0.16212222,1,0.67575556
Vermont,VT,Bennington,50003,7010,0.832442703,1411,0.167557297,1,0.664885406
Virginia,VA,Floyd,51063,935,0.7,396,0.297,1,0.403
Virginia,VA,Harrisonburg,51660,2911,0.661,1481,0.336,1,0.325
Virginia,VA,Montgomery,51121,5090,0.59,3506,0.407,1,0.183
Virginia,VA,Radford,51750,655,0.577,472,0.416,1,0.161
Virginia,VA,Staunton,51790,1364,0.548,1114,0.448,1,0.1
Virginia,VA,Charlottesville,51540,4474,0.533,3888,0.464,1,0.069
Virginia,VA,Poquoson,51735,335,0.528,295,0.465,1,0.063
Virginia,VA,Rockingham,51165,1941,0.526,1734,0.47,1,0.056
Virginia,VA,Augusta,51015,1754,0.514,1639,0.48,1,0.034
Virginia,VA,Warren,51187,1007,0.514,941,0.48,1,0.034
Virginia,VA,Wise,51195,553,0.511,519,0.48,1,0.031
Virginia,VA,Greene,51079,603,0.508,579,0.487,1,0.021
Virginia,VA,Williamsburg,51830,1197,0.507,1159,0.491,1,0.016
Virginia,VA,Patrick,51141,372,0.503,361,0.488,1,0.015
Virginia,VA,Highland,51091,88,0.506,86,0.494,1,0.012
Virginia,VA,Grayson,51077,269,0.5,265,0.493,1,0.007
Virginia,VA,Rappahannock,51157,411,0.495,416,0.501,0,-0.006
Virginia,VA,Waynesboro,51820,769,0.49,788,0.503,0,-0.013
Virginia,VA,Shenandoah,51171,928,0.489,958,0.505,0,-0.016
Virginia,VA,Frederick,51069,2064,0.488,2136,0.505,0,-0.017
Virginia,VA,Winchester,51840,900,0.484,949,0.51,0,-0.026
Virginia,VA,Craig,51045,106,0.48,113,0.511,0,-0.031
Virginia,VA,Salem,51775,774,0.48,824,0.511,0,-0.031
Virginia,VA,Clarke,51043,581,0.477,625,0.514,0,-0.037
Virginia,VA,Bland,51021,114,0.471,125,0.517,0,-0.046
Virginia,VA,Fredericksburg,51630,1238,0.467,1396,0.527,0,-0.06
Virginia,VA,Page,51139,353,0.46,411,0.536,0,-0.076
Virginia,VA,Norton,51720,72,0.45,86,0.538,0,-0.088
Virginia,VA,Washington,51191,984,0.45,1181,0.541,0,-0.091
Virginia,VA,Roanoke,51161,2760,0.451,3323,0.543,0,-0.092
Virginia,VA,Albemarle,51003,6838,0.45,8284,0.545,0,-0.095
Virginia,VA,Fauquier,51061,2345,0.447,2860,0.545,0,-0.098
Virginia,VA,Culpeper,51047,1154,0.444,1421,0.547,0,-0.103
Virginia,VA,Wythe,51197,423,0.442,528,0.552,0,-0.11
Virginia,VA,Botetourt,51023,695,0.436,888,0.557,0,-0.121
Virginia,VA,Giles,51071,316,0.435,405,0.558,0,-0.123
Virginia,VA,Colonial Heights,51570,316,0.433,407,0.558,0,-0.125
Virginia,VA,Nelson,51125,760,0.431,991,0.562,0,-0.131
Virginia,VA,Scott,51169,233,0.429,305,0.562,0,-0.133
Virginia,VA,Bedford,51019,1424,0.429,1876,0.565,0,-0.136
Virginia,VA,Bristol,51520,324,0.426,428,0.563,0,-0.137
Virginia,VA,Rockbridge,51163,676,0.428,902,0.571,0,-0.143
Virginia,VA,Carroll,51035,445,0.424,600,0.571,0,-0.147
Virginia,VA,Manassas Park,51685,427,0.422,581,0.574,0,-0.152
Virginia,VA,Fluvanna,51065,983,0.418,1355,0.576,0,-0.158
Virginia,VA,Galax,51640,92,0.413,129,0.578,0,-0.165
Virginia,VA,Manassas,51683,1280,0.41,1812,0.581,0,-0.171
Virginia,VA,Pulaski,51155,588,0.41,837,0.583,0,-0.173
Virginia,VA,Tazewell,51185,476,0.402,683,0.577,0,-0.175
Virginia,VA,Buena Vista,51530,100,0.408,143,0.584,0,-0.176
Virginia,VA,Loudoun,51107,14719,0.407,21171,0.586,0,-0.179
Virginia,VA,Roanoke City,51770,3299,0.407,4783,0.59,0,-0.183
Virginia,VA,Smyth,51173,361,0.402,526,0.586,0,-0.184
Virginia,VA,Madison,51113,370,0.407,538,0.591,0,-0.184
Virginia,VA,Gloucester,51073,993,0.405,1448,0.591,0,-0.186
Virginia,VA,Fairfax City,51600,1243,0.401,1840,0.594,0,-0.193
Virginia,VA,King George,51099,612,0.397,916,0.594,0,-0.197
Virginia,VA,Hanover,51085,3253,0.397,4915,0.599,0,-0.202
Virginia,VA,Orange,51137,870,0.394,1322,0.599,0,-0.205
Virginia,VA,Russell,51167,360,0.388,556,0.599,0,-0.211
Virginia,VA,Dickenson,51051,223,0.386,346,0.6,0,-0.214
Virginia,VA,Spotsylvania,51177,3480,0.389,5399,0.604,0,-0.215
Virginia,VA,Stafford,51179,4140,0.388,6437,0.603,0,-0.215
Virginia,VA,Richmond City,51760,14085,0.391,21822,0.606,0,-0.215
Virginia,VA,Falls Church,51610,1000,0.385,1587,0.612,0,-0.227
Virginia,VA,Lexington,51678,250,0.38,402,0.611,0,-0.231
Virginia,VA,York,51199,2040,0.381,3292,0.615,0,-0.234
Virginia,VA,Lynchburg,51680,1920,0.381,3104,0.616,0,-0.235
Virginia,VA,Franklin,51067,980,0.366,1674,0.626,0,-0.26
Virginia,VA,Bath,51017,86,0.366,148,0.63,0,-0.264
Virginia,VA,Virginia Beach,51810,12969,0.365,22352,0.63,0,-0.265
Virginia,VA,Fairfax,51059,50217,0.364,86898,0.63,0,-0.266
Virginia,VA,Alleghany,51005,246,0.36,433,0.633,0,-0.273
Virginia,VA,Mathews,51115,246,0.358,435,0.633,0,-0.275
Virginia,VA,Prince William,51153,14696,0.355,26439,0.638,0,-0.283
Virginia,VA,Powhatan,51145,592,0.353,1079,0.644,0,-0.291
Virginia,VA,Lee,51105,161,0.342,299,0.635,0,-0.293
Virginia,VA,James City,51095,2750,0.343,5210,0.651,0,-0.308
Virginia,VA,Middlesex,51119,295,0.345,559,0.653,0,-0.308
Virginia,VA,Amherst,51009,546,0.341,1044,0.652,0,-0.311
Virginia,VA,Louisa,51109,849,0.341,1630,0.655,0,-0.314
Virginia,VA,Campbell,51031,667,0.338,1296,0.657,0,-0.319
Virginia,VA,Chesterfield,51041,11510,0.335,22674,0.661,0,-0.326
Virginia,VA,Arlington,51013,12541,0.328,25561,0.669,0,-0.341
Virginia,VA,Appomattox,51011,215,0.321,448,0.67,0,-0.349
Virginia,VA,New Kent,51127,440,0.314,951,0.678,0,-0.364
Virginia,VA,Norfolk,51710,6925,0.304,15747,0.692,0,-0.388
Virginia,VA,Alexandria,51510,7008,0.299,16281,0.695,0,-0.396
Virginia,VA,Henrico,51087,11954,0.297,28121,0.698,0,-0.401
Virginia,VA,Buchanan,51027,210,0.283,523,0.704,0,-0.421
Virginia,VA,Goochland,51075,618,0.282,1572,0.716,0,-0.434
Virginia,VA,Accomack,51001,682,0.274,1789,0.72,0,-0.446
Virginia,VA,King William,51101,315,0.269,841,0.719,0,-0.45
Virginia,VA,Northampton,51131,324,0.27,868,0.725,0,-0.455
Virginia,VA,Henry,51089,664,0.267,1809,0.727,0,-0.46
Virginia,VA,Newport News,51700,4556,0.266,12495,0.73,0,-0.464
Virginia,VA,Covington,51580,85,0.256,244,0.735,0,-0.479
Virginia,VA,Isle of Wight,51093,853,0.258,2446,0.739,0,-0.481
Virginia,VA,Chesapeake,51550,5551,0.255,16126,0.741,0,-0.486
Virginia,VA,Caroline,51033,641,0.25,1902,0.743,0,-0.493
Virginia,VA,Lancaster,51103,275,0.248,823,0.743,0,-0.495
Virginia,VA,Westmoreland,51193,295,0.25,879,0.745,0,-0.495
Virginia,VA,Buckingham,51029,264,0.246,806,0.75,0,-0.504
Virginia,VA,Northumberland,51133,265,0.243,818,0.75,0,-0.507
Virginia,VA,Pittsylvania,51143,766,0.243,2369,0.752,0,-0.509
Virginia,VA,Martinsville,51690,264,0.238,834,0.753,0,-0.515
Virginia,VA,Prince Edward,51147,420,0.233,1366,0.758,0,-0.525
Virginia,VA,Hopewell,51670,337,0.222,1177,0.774,0,-0.552
Virginia,VA,Prince George,51149,566,0.221,1992,0.777,0,-0.556
Virginia,VA,Hampton,51650,3764,0.217,13529,0.779,0,-0.562
Virginia,VA,Nottoway,51135,224,0.211,829,0.781,0,-0.57
Virginia,VA,Portsmouth,51740,2540,0.211,9464,0.785,0,-0.574
Virginia,VA,Amelia,51007,179,0.21,671,0.788,0,-0.578
Virginia,VA,King and Queen,51097,126,0.208,477,0.787,0,-0.579
Virginia,VA,Charlotte,51037,162,0.202,635,0.791,0,-0.589
Virginia,VA,Suffolk,51800,1893,0.2,7533,0.795,0,-0.595
Virginia,VA,Cumberland,51049,158,0.198,639,0.799,0,-0.601
Virginia,VA,Danville,51590,655,0.196,2676,0.8,0,-0.604
Virginia,VA,Richmond,51159,80,0.192,333,0.8,0,-0.608
Virginia,VA,Mecklenburg,51117,378,0.191,1588,0.803,0,-0.612
Virginia,VA,Halifax,51083,403,0.186,1754,0.808,0,-0.622
Virginia,VA,Surry,51181,174,0.175,812,0.818,0,-0.643
Virginia,VA,Essex,51057,133,0.17,642,0.822,0,-0.652
Virginia,VA,Dinwiddie,51053,375,0.161,1935,0.833,0,-0.672
Virginia,VA,Lunenburg,51111,141,0.16,738,0.836,0,-0.676
Virginia,VA,Southampton,51175,216,0.151,1199,0.838,0,-0.687
Virginia,VA,Petersburg,51730,687,0.143,4099,0.854,0,-0.711
Virginia,VA,Charles City,51036,141,0.14,863,0.856,0,-0.716
Virginia,VA,Greensville,51081,113,0.119,832,0.877,0,-0.758
Virginia,VA,Emporia,51595,52,0.114,404,0.882,0,-0.768
Virginia,VA,Franklin City,51620,104,0.11,831,0.882,0,-0.772
Virginia,VA,Brunswick,51025,152,0.101,1354,0.897,0,-0.796
Virginia,VA,Sussex,51183,98,0.093,958,0.905,0,-0.812
Washington,WA,Skamania,53059,46,0.902,5,0.098,1,0.804
Washington,WA,Wahkiakum,53069,17,0.895,2,0.105,1,0.79
Washington,WA,Okanogan,53047,154,0.87,23,0.13,1,0.74
Washington,WA,Klickitat,53039,55,0.833,11,0.167,1,0.666
Washington,WA,Lewis,53041,166,0.814,36,0.176,1,0.638
Washington,WA,Stevens,53065,101,0.808,23,0.184,1,0.624
Washington,WA,Pacific,53049,77,0.811,18,0.189,1,0.622
Washington,WA,Whatcom,53073,695,0.805,166,0.192,1,0.613
Washington,WA,Franklin,53021,115,0.799,29,0.201,1,0.598
Washington,WA,Whitman,53075,109,0.796,28,0.204,1,0.592
Washington,WA,Grant,53025,112,0.789,29,0.204,1,0.585
Washington,WA,Clark,53011,1080,0.783,297,0.215,1,0.568
Washington,WA,Benton,53005,385,0.783,107,0.217,1,0.566
Washington,WA,Ferry,53019,18,0.783,5,0.217,1,0.566
Washington,WA,Spokane,53063,1199,0.781,333,0.217,1,0.564
Washington,WA,Thurston,53067,868,0.778,245,0.22,1,0.558
Washington,WA,Pend Oreille,53051,35,0.778,10,0.222,1,0.556
Washington,WA,Kittitas,53037,106,0.774,31,0.226,1,0.548
Washington,WA,Cowlitz,53015,255,0.77,76,0.23,1,0.54
Washington,WA,Columbia,53013,10,0.769,3,0.231,1,0.538
Washington,WA,Snohomish,53061,2165,0.761,677,0.238,1,0.523
Washington,WA,San Juan,53055,79,0.76,25,0.24,1,0.52
Washington,WA,Yakima,53077,393,0.757,123,0.237,1,0.52
Washington,WA,Mason,53045,159,0.736,55,0.255,1,0.481
Washington,WA,Adams,53001,17,0.739,6,0.261,1,0.478
Washington,WA,Skagit,53057,322,0.735,116,0.265,1,0.47
Washington,WA,Pierce,53053,1968,0.733,712,0.265,1,0.468
Washington,WA,Douglas,53017,63,0.733,23,0.267,1,0.466
